Dimension,K,Mean_Degree,CV_Degree
67,18,27.5,0.009
67,19,28.13,0.0071
67,20,28.67,0.0095
67,21,29.09,0.0093
67,22,29.41,0.0073
67,23,29.64,0.0076
67,24,29.81,0.0069
67,25,29.82,0.0089
67,26,29.97,0.0075
67,27,29.95,0.0071
67,28,29.91,0.0069
67,29,29.82,0.0065
67,30,29.63,0.0079
67,31,29.53,0.0087
67,32,29.23,0.0076
67,33,29.21,0.0074
67,34,28.88,0.0105
67,35,28.62,0.0047
67,36,28.4,0.007
67,37,28.16,0.0074
67,38,27.85,0.0077
67,39,27.66,0.0072
67,40,27.38,0.0086
67,41,27.15,0.0073
67,42,26.78,0.0075
67,43,26.53,0.0069
67,44,26.28,0.0091
67,45,25.92,0.0079
67,46,25.69,0.0061
67,47,25.36,0.0072
67,48,25.15,0.0059
67,49,24.83,0.0061
68,1,1.79,0.02
68,2,3.58,0.0139
68,3,5.4,0.0
68,4,7.2,0.0
68,5,9.0,0.0
68,6,10.8,0.0
68,7,12.6,0.0008
68,8,14.38,0.0018
68,9,16.15,0.0017
68,10,17.86,0.003
68,11,19.48,0.0039
68,12,21.03,0.0047
68,13,22.44,0.0054
68,14,23.75,0.0048
68,15,24.87,0.0064
68,16,25.86,0.0078
68,17,26.78,0.0065
68,18,27.53,0.0078
68,19,28.14,0.0082
68,20,28.65,0.0086
68,21,29.13,0.0075
68,22,29.43,0.0088
68,23,29.66,0.008
68,24,29.83,0.0055
68,25,29.98,0.007
68,26,29.92,0.0063
68,27,30.0,0.0073
68,28,29.98,0.0077
68,29,29.8,0.0071
68,30,29.8,0.0082
68,31,29.5,0.0081
68,32,29.42,0.007
68,33,29.18,0.0076
68,34,28.98,0.0065
68,35,28.75,0.0074
68,36,28.47,0.0069
68,37,28.22,0.0068
68,38,27.97,0.0076
68,39,27.7,0.0082
68,40,27.42,0.0084
68,41,27.08,0.0067
68,42,26.79,0.0067
68,43,26.58,0.0086
68,44,26.33,0.007
68,45,25.93,0.0076
68,46,25.7,0.007
68,47,25.42,0.0058
68,48,25.16,0.0062
68,49,24.88,0.007
69,1,1.79,0.0279
69,2,3.55,0.0202
69,3,5.4,0.0
69,4,7.2,0.0
69,5,9.0,0.0
69,6,10.8,0.0
69,7,12.6,0.0008
69,8,14.39,0.0012
69,9,16.15,0.002
69,10,17.86,0.0031
69,11,19.49,0.0041
69,12,21.03,0.0042
69,13,22.48,0.004
69,14,23.77,0.0052
69,15,24.89,0.0049
69,16,25.89,0.0063
69,17,26.83,0.007
69,18,27.63,0.0069
69,19,28.23,0.0044
69,20,28.75,0.0077
69,21,29.17,0.0076
69,22,29.49,0.0099
69,23,29.69,0.0075
69,24,29.93,0.0085
69,25,30.01,0.0064
69,26,30.07,0.0087
69,27,30.07,0.0077
69,28,29.96,0.0078
69,29,29.96,0.0069
69,30,29.75,0.0077
69,31,29.69,0.0085
69,32,29.38,0.0059
69,33,29.21,0.0084
69,34,29.02,0.0077
69,35,28.79,0.0065
69,36,28.51,0.0076
69,37,28.21,0.0078
69,38,27.96,0.0075
69,39,27.63,0.0083
69,40,27.52,0.007
69,41,27.15,0.006
69,42,26.96,0.007
69,43,26.53,0.0076
69,44,26.34,0.0084
69,45,26.0,0.0059
69,46,25.74,0.0072
69,47,25.58,0.0065
69,48,25.2,0.0068
69,49,24.87,0.0074
70,1,1.79,0.02
70,2,3.58,0.0104
70,3,5.4,0.0
70,4,7.2,0.0
70,5,9.0,0.0
70,6,10.8,0.0
70,7,12.6,0.0006
70,8,14.38,0.0014
70,9,16.15,0.0014
70,10,17.87,0.0028
70,11,19.5,0.0028
70,12,21.05,0.0057
70,13,22.48,0.0045
70,14,23.74,0.0053
70,15,24.91,0.005
70,16,25.97,0.0071
70,17,26.82,0.0072
70,18,27.61,0.0067
70,19,28.3,0.0073
70,20,28.81,0.0061
70,21,29.14,0.0074
70,22,29.47,0.0078
70,23,29.78,0.0064
70,24,29.94,0.0065
70,25,30.07,0.0065
70,26,30.14,0.0077
70,27,30.07,0.0081
70,28,30.03,0.0074
70,29,29.91,0.0081
70,30,29.82,0.0089
70,31,29.66,0.0071
70,32,29.47,0.0067
70,33,29.21,0.0072
70,34,29.08,0.0064
70,35,28.73,0.0078
70,36,28.53,0.0085
70,37,28.29,0.0057
70,38,28.05,0.0086
70,39,27.76,0.0067
70,40,27.5,0.0069
70,41,27.16,0.0077
70,42,27.0,0.0063
70,43,26.65,0.0075
70,44,26.34,0.0056
70,45,26.05,0.008
70,46,25.82,0.0073
70,47,25.51,0.0095
70,48,25.21,0.0055
70,49,24.96,0.0072
71,1,1.79,0.0279
71,2,3.56,0.0139
71,3,5.4,0.0
71,4,7.2,0.0
71,5,9.0,0.0
71,6,10.8,0.0006
71,7,12.59,0.001
71,8,14.39,0.0012
71,9,16.15,0.0021
71,10,17.88,0.0028
71,11,19.51,0.004
71,12,21.06,0.0041
71,13,22.48,0.0049
71,14,23.76,0.0057
71,15,24.93,0.0071
71,16,25.91,0.0083
71,17,26.92,0.005
71,18,27.56,0.0066
71,19,28.33,0.0083
71,20,28.78,0.0069
71,21,29.24,0.0077
71,22,29.58,0.0086
71,23,29.84,0.0074
71,24,30.0,0.0086
71,25,30.05,0.0062
71,26,30.1,0.01
71,27,30.12,0.0066
71,28,30.06,0.0083
71,29,29.87,0.0088
71,30,29.83,0.0071
71,31,29.62,0.0076
71,32,29.49,0.007
71,33,29.31,0.0066
71,34,29.09,0.0079
71,35,28.81,0.0074
71,36,28.64,0.0085
71,37,28.39,0.0065
71,38,28.04,0.0067
71,39,27.77,0.0063
71,40,27.52,0.0082
71,41,27.31,0.0068
71,42,26.96,0.0078
71,43,26.67,0.0069
71,44,26.4,0.0073
71,45,26.13,0.007
71,46,25.81,0.0071
71,47,25.53,0.0087
71,48,25.25,0.0071
71,49,25.02,0.0075
72,1,1.77,0.0422
72,2,3.56,0.0188
72,3,5.4,0.0
72,4,7.2,0.0
72,5,9.0,0.0
72,6,10.8,0.0
72,7,12.6,0.0008
72,8,14.38,0.0012
72,9,16.14,0.0025
72,10,17.86,0.0022
72,11,19.52,0.0031
72,12,21.09,0.0039
72,13,22.5,0.0049
72,14,23.81,0.0065
72,15,24.99,0.0062
72,16,25.98,0.0075
72,17,26.9,0.0062
72,18,27.72,0.0082
72,19,28.32,0.0069
72,20,28.88,0.0069
72,21,29.31,0.0059
72,22,29.58,0.0059
72,23,29.81,0.0071
72,24,30.02,0.0089
72,25,30.13,0.0082
72,26,30.27,0.0083
72,27,30.14,0.0082
72,28,30.05,0.0076
72,29,30.03,0.0083
72,30,29.93,0.0074
72,31,29.69,0.0079
72,32,29.5,0.007
72,33,29.4,0.0058
72,34,29.19,0.0086
72,35,28.88,0.0075
72,36,28.63,0.0071
72,37,28.41,0.0075
72,38,28.13,0.0087
72,39,27.88,0.0092
72,40,27.6,0.0079
72,41,27.27,0.0089
72,42,26.97,0.0069
72,43,26.71,0.0095
72,44,26.46,0.0092
72,45,26.1,0.0067
72,46,25.83,0.0058
72,47,25.59,0.0079
72,48,25.26,0.0077
72,49,25.01,0.0082
73,1,1.78,0.0337
73,2,3.58,0.0104
73,3,5.4,0.0
73,4,7.2,0.0
73,5,9.0,0.0
73,6,10.8,0.0
73,7,12.59,0.0011
73,8,14.38,0.0016
73,9,16.15,0.0023
73,10,17.86,0.0027
73,11,19.51,0.0045
73,12,21.1,0.004
73,13,22.5,0.004
73,14,23.81,0.0046
73,15,25.04,0.0055
73,16,26.05,0.0062
73,17,26.93,0.0081
73,18,27.73,0.0072
73,19,28.34,0.0087
73,20,28.9,0.0075
73,21,29.28,0.0088
73,22,29.66,0.0062
73,23,29.9,0.0087
73,24,30.04,0.009
73,25,30.2,0.0092
73,26,30.18,0.0075
73,27,30.19,0.0091
73,28,30.14,0.0073
73,29,30.03,0.0073
73,30,29.89,0.009
73,31,29.76,0.0064
73,32,29.52,0.0071
73,33,29.43,0.0072
73,34,29.15,0.0086
73,35,28.91,0.007
73,36,28.7,0.0058
73,37,28.45,0.0067
73,38,28.14,0.0099
73,39,27.85,0.0078
73,40,27.6,0.0086
73,41,27.33,0.0057
73,42,27.05,0.0067
73,43,26.7,0.0051
73,44,26.41,0.0075
73,45,26.19,0.0071
73,46,25.87,0.0068
73,47,25.57,0.008
73,48,25.32,0.0061
73,49,25.04,0.0076
74,1,1.79,0.0279
74,2,3.58,0.0104
74,3,5.4,0.0
74,4,7.2,0.0
74,5,9.0,0.0
74,6,10.8,0.0
74,7,12.6,0.0004
74,8,14.38,0.0015
74,9,16.16,0.0019
74,10,17.87,0.0029
74,11,19.52,0.0029
74,12,21.08,0.004
74,13,22.51,0.0061
74,14,23.87,0.0047
74,15,25.05,0.0056
74,16,26.03,0.0079
74,17,26.97,0.0055
74,18,27.72,0.0072
74,19,28.32,0.0054
74,20,28.9,0.0069
74,21,29.35,0.008
74,22,29.61,0.0069
74,23,29.95,0.0078
74,24,30.13,0.0066
74,25,30.27,0.0072
74,26,30.32,0.0066
74,27,30.23,0.0082
74,28,30.23,0.0089
74,29,30.1,0.0061
74,30,29.93,0.0073
74,31,29.84,0.0069
74,32,29.59,0.0079
74,33,29.4,0.0085
74,34,29.24,0.0053
74,35,28.94,0.0071
74,36,28.73,0.0075
74,37,28.48,0.0076
74,38,28.15,0.0081
74,39,27.91,0.0082
74,40,27.58,0.0084
74,41,27.29,0.0075
74,42,27.09,0.0064
74,43,26.77,0.009
74,44,26.48,0.0056
74,45,26.23,0.0067
74,46,25.91,0.0059
74,47,25.6,0.0049
74,48,25.31,0.0084
74,49,25.11,0.0071
75,1,1.78,0.0337
75,2,3.58,0.0127
75,3,5.4,0.0
75,4,7.2,0.0
75,5,9.0,0.0
75,6,10.8,0.0006
75,7,12.6,0.0007
75,8,14.39,0.0011
75,9,16.15,0.0014
75,10,17.87,0.004
75,11,19.53,0.0044
75,12,21.12,0.0039
75,13,22.52,0.0054
75,14,23.82,0.0049
75,15,24.95,0.0051
75,16,26.06,0.0072
75,17,26.97,0.0056
75,18,27.71,0.0064
75,19,28.4,0.0058
75,20,28.96,0.0072
75,21,29.36,0.0067
75,22,29.67,0.0086
75,23,29.89,0.0068
75,24,30.08,0.0085
75,25,30.29,0.0084
75,26,30.26,0.0072
75,27,30.21,0.0081
75,28,30.13,0.0081
75,29,30.11,0.0082
75,30,29.97,0.0071
75,31,29.81,0.0061
75,32,29.57,0.0076
75,33,29.52,0.0055
75,34,29.11,0.0074
75,35,29.01,0.0077
75,36,28.78,0.0078
75,37,28.48,0.0085
75,38,28.22,0.0075
75,39,28.0,0.0065
75,40,27.71,0.0072
75,41,27.32,0.0077
75,42,27.11,0.009
75,43,26.81,0.0066
75,44,26.47,0.0078
75,45,26.27,0.0069
75,46,25.88,0.0057
75,47,25.64,0.0085
75,48,25.28,0.0072
75,49,25.01,0.0063
76,1,1.79,0.0279
76,2,3.57,0.0132
76,3,5.4,0.0
76,4,7.2,0.0
76,5,9.0,0.0
76,6,10.8,0.0
76,7,12.6,0.0006
76,8,14.39,0.0013
76,9,16.15,0.0016
76,10,17.88,0.0031
76,11,19.52,0.0032
76,12,21.13,0.0033
76,13,22.55,0.0049
76,14,23.86,0.0052
76,15,25.03,0.0058
76,16,26.05,0.007
76,17,26.98,0.0057
76,18,27.78,0.0079
76,19,28.44,0.0079
76,20,28.98,0.0071
76,21,29.31,0.0093
76,22,29.74,0.0074
76,23,29.99,0.0092
76,24,30.19,0.0067
76,25,30.21,0.0067
76,26,30.27,0.0092
76,27,30.37,0.0059
76,28,30.24,0.0077
76,29,30.16,0.0062
76,30,30.01,0.0092
76,31,29.88,0.0073
76,32,29.67,0.0055
76,33,29.52,0.007
76,34,29.33,0.0082
76,35,29.09,0.0064
76,36,28.8,0.0089
76,37,28.49,0.0083
76,38,28.22,0.0073
76,39,28.02,0.0079
76,40,27.66,0.0082
76,41,27.38,0.0071
76,42,27.12,0.0071
76,43,26.85,0.0082
76,44,26.49,0.0078
76,45,26.18,0.0041
76,46,25.93,0.0065
76,47,25.6,0.0085
76,48,25.33,0.01
76,49,25.11,0.0077
77,1,1.79,0.0279
77,2,3.57,0.0143
77,3,5.4,0.0
77,4,7.2,0.0
77,5,9.0,0.0
77,6,10.8,0.0
77,7,12.6,0.0008
77,8,14.38,0.0011
77,9,16.15,0.0016
77,10,17.89,0.0022
77,11,19.53,0.0039
77,12,21.08,0.0049
77,13,22.56,0.0051
77,14,23.85,0.0052
77,15,25.06,0.0059
77,16,26.16,0.0052
77,17,27.01,0.0065
77,18,27.79,0.0067
77,19,28.45,0.0052
77,20,29.0,0.0067
77,21,29.39,0.0063
77,22,29.79,0.008
77,23,30.04,0.0071
77,24,30.16,0.0084
77,25,30.3,0.0061
77,26,30.34,0.0067
77,27,30.31,0.0084
77,28,30.29,0.0095
77,29,30.22,0.007
77,30,30.05,0.0059
77,31,29.89,0.0084
77,32,29.61,0.0058
77,33,29.58,0.0066
77,34,29.3,0.0067
77,35,29.02,0.0075
77,36,28.73,0.0085
77,37,28.55,0.0076
77,38,28.25,0.0075
77,39,27.99,0.0083
77,40,27.69,0.0066
77,41,27.4,0.0076
77,42,27.13,0.0065
77,43,26.82,0.0074
77,44,26.54,0.0073
77,45,26.25,0.0078
77,46,25.95,0.0067
77,47,25.69,0.0078
77,48,25.37,0.0082
77,49,25.1,0.007
78,1,1.79,0.02
78,2,3.56,0.0157
78,3,5.4,0.0
78,4,7.2,0.0
78,5,9.0,0.0
78,6,10.8,0.0
78,7,12.6,0.0007
78,8,14.39,0.0009
78,9,16.16,0.0016
78,10,17.87,0.003
78,11,19.56,0.0035
78,12,21.1,0.0058
78,13,22.56,0.0057
78,14,23.9,0.0051
78,15,25.09,0.008
78,16,26.1,0.0057
78,17,27.03,0.0062
78,18,27.8,0.0063
78,19,28.49,0.0082
78,20,29.02,0.007
78,21,29.45,0.0074
78,22,29.72,0.0071
78,23,30.04,0.0084
78,24,30.19,0.0082
78,25,30.27,0.0082
78,26,30.43,0.0071
78,27,30.33,0.0058
78,28,30.38,0.0076
78,29,30.25,0.008
78,30,30.13,0.0076
78,31,29.89,0.0055
78,32,29.72,0.0078
78,33,29.57,0.0075
78,34,29.33,0.0092
78,35,29.1,0.0071
78,36,28.91,0.0081
78,37,28.57,0.0088
78,38,28.29,0.0072
78,39,28.07,0.0068
78,40,27.72,0.0083
78,41,27.5,0.0074
78,42,27.15,0.0068
78,43,26.83,0.0077
78,44,26.65,0.008
78,45,26.33,0.0049
78,46,25.98,0.009
78,47,25.69,0.0075
78,48,25.46,0.0065
78,49,25.08,0.0063
79,1,1.8,0.0
79,2,3.55,0.0158
79,3,5.4,0.0
79,4,7.2,0.0
79,5,9.0,0.0
79,6,10.8,0.0
79,7,12.6,0.0006
79,8,14.39,0.001
79,9,16.16,0.0017
79,10,17.89,0.0024
79,11,19.53,0.0038
79,12,21.11,0.0042
79,13,22.58,0.0062
79,14,23.85,0.0049
79,15,25.1,0.0055
79,16,26.13,0.0055
79,17,27.12,0.0047
79,18,27.85,0.0076
79,19,28.52,0.0071
79,20,28.97,0.0077
79,21,29.5,0.0067
79,22,29.85,0.0074
79,23,30.03,0.0085
79,24,30.25,0.0088
79,25,30.3,0.0069
79,26,30.37,0.0079
79,27,30.34,0.0067
79,28,30.3,0.0093
79,29,30.29,0.0095
79,30,30.05,0.0093
79,31,30.01,0.0076
79,32,29.82,0.0057
79,33,29.52,0.0087
79,34,29.36,0.0093
79,35,29.07,0.0095
79,36,28.88,0.0082
79,37,28.59,0.0086
79,38,28.42,0.0064
79,39,28.15,0.0069
79,40,27.73,0.0052
79,41,27.48,0.0075
79,42,27.2,0.0066
79,43,26.89,0.0068
79,44,26.63,0.0085
79,45,26.26,0.0089
79,46,26.03,0.0054
79,47,25.75,0.0072
79,48,25.47,0.0067
79,49,25.08,0.0067
80,1,1.8,0.0
80,2,3.55,0.0174
80,3,5.4,0.0
80,4,7.2,0.0
80,5,9.0,0.0
80,6,10.8,0.0
80,7,12.6,0.0
80,8,14.4,0.0008
80,9,16.15,0.0028
80,10,17.87,0.0025
80,11,19.55,0.0049
80,12,21.12,0.0038
80,13,22.56,0.0051
80,14,23.93,0.0061
80,15,25.13,0.0057
80,16,26.18,0.007
80,17,27.07,0.0062
80,18,27.83,0.007
80,19,28.53,0.0077
80,20,29.11,0.0078
80,21,29.44,0.0065
80,22,29.86,0.0079
80,23,30.11,0.0063
80,24,30.27,0.0075
80,25,30.36,0.0087
80,26,30.33,0.0093
80,27,30.41,0.0078
80,28,30.39,0.0087
80,29,30.3,0.007
80,30,30.13,0.0069
80,31,30.01,0.0079
80,32,29.83,0.0081
80,33,29.54,0.0107
80,34,29.37,0.0066
80,35,29.15,0.0078
80,36,28.91,0.0079
80,37,28.63,0.0097
80,38,28.33,0.0085
80,39,28.15,0.0079
80,40,27.74,0.0066
80,41,27.45,0.01
80,42,27.24,0.0082
80,43,26.83,0.0076
80,44,26.6,0.0076
80,45,26.33,0.0072
80,46,26.05,0.0068
80,47,25.74,0.0073
80,48,25.45,0.0076
80,49,25.19,0.0067
81,1,1.79,0.0279
81,2,3.58,0.0118
81,3,5.4,0.0
81,4,7.2,0.0
81,5,9.0,0.0
81,6,10.8,0.0
81,7,12.6,0.0006
81,8,14.39,0.0011
81,9,16.16,0.0019
81,10,17.89,0.0027
81,11,19.54,0.0041
81,12,21.13,0.0046
81,13,22.61,0.0053
81,14,23.92,0.0046
81,15,25.14,0.006
81,16,26.18,0.0067
81,17,27.1,0.0063
81,18,27.85,0.0079
81,19,28.49,0.0076
81,20,29.09,0.007
81,21,29.53,0.0064
81,22,29.78,0.0058
81,23,30.12,0.0057
81,24,30.28,0.0076
81,25,30.37,0.0095
81,26,30.46,0.0092
81,27,30.53,0.0087
81,28,30.38,0.0075
81,29,30.4,0.0065
81,30,30.18,0.0067
81,31,30.03,0.0069
81,32,29.87,0.0091
81,33,29.63,0.0068
81,34,29.49,0.0071
81,35,29.1,0.0059
81,36,28.96,0.0082
81,37,28.63,0.0073
81,38,28.38,0.009
81,39,28.13,0.007
81,40,27.8,0.0056
81,41,27.56,0.0098
81,42,27.19,0.007
81,43,26.97,0.007
81,44,26.65,0.0059
81,45,26.39,0.0075
81,46,26.12,0.009
81,47,25.8,0.0068
81,48,25.5,0.0067
81,49,25.17,0.0079
82,1,1.79,0.02
82,2,3.57,0.0167
82,3,5.4,0.0
82,4,7.2,0.0
82,5,9.0,0.0
82,6,10.8,0.0
82,7,12.6,0.0006
82,8,14.39,0.0012
82,9,16.15,0.0023
82,10,17.89,0.0026
82,11,19.56,0.0032
82,12,21.14,0.0036
82,13,22.61,0.0048
82,14,23.9,0.0045
82,15,25.12,0.0047
82,16,26.18,0.0058
82,17,27.09,0.0064
82,18,27.91,0.0068
82,19,28.62,0.0069
82,20,29.19,0.0065
82,21,29.52,0.0096
82,22,29.92,0.0071
82,23,30.19,0.0084
82,24,30.25,0.0071
82,25,30.49,0.0073
82,26,30.51,0.0086
82,27,30.47,0.0084
82,28,30.5,0.0059
82,29,30.31,0.0089
82,30,30.26,0.0088
82,31,29.98,0.0078
82,32,29.86,0.0084
82,33,29.64,0.0067
82,34,29.42,0.0073
82,35,29.17,0.0077
82,36,28.96,0.0085
82,37,28.68,0.0064
82,38,28.41,0.0087
82,39,28.11,0.0086
82,40,27.85,0.0069
82,41,27.53,0.0056
82,42,27.25,0.0084
82,43,26.95,0.0087
82,44,26.68,0.0058
82,45,26.36,0.0078
82,46,26.06,0.0079
82,47,25.76,0.0075
82,48,25.46,0.0066
82,49,25.24,0.0068
83,1,1.79,0.0279
83,2,3.57,0.0179
83,3,5.4,0.0
83,4,7.2,0.0
83,5,9.0,0.0
83,6,10.8,0.0
83,7,12.6,0.0006
83,8,14.39,0.001
83,9,16.16,0.0019
83,10,17.89,0.0027
83,11,19.53,0.0046
83,12,21.15,0.0044
83,13,22.6,0.0049
83,14,23.92,0.0052
83,15,25.16,0.0066
83,16,26.22,0.0069
83,17,27.16,0.0066
83,18,27.94,0.0066
83,19,28.56,0.0056
83,20,29.14,0.0064
83,21,29.63,0.0063
83,22,29.93,0.008
83,23,30.13,0.0077
83,24,30.29,0.0076
83,25,30.56,0.0091
83,26,30.53,0.0074
83,27,30.5,0.0079
83,28,30.55,0.0073
83,29,30.35,0.007
83,30,30.25,0.0087
83,31,30.08,0.0076
83,32,29.9,0.0072
83,33,29.7,0.0072
83,34,29.45,0.0069
83,35,29.25,0.0065
83,36,28.95,0.007
83,37,28.7,0.0091
83,38,28.44,0.0067
83,39,28.14,0.0094
83,40,27.87,0.0063
83,41,27.55,0.006
83,42,27.3,0.0065
83,43,27.0,0.0075
83,44,26.73,0.006
83,45,26.33,0.0075
83,46,26.22,0.005
83,47,25.8,0.006
83,48,25.55,0.0058
83,49,25.23,0.0078
84,1,1.79,0.0279
84,2,3.57,0.0164
84,3,5.4,0.0
84,4,7.2,0.0
84,5,9.0,0.0
84,6,10.8,0.0
84,7,12.6,0.0004
84,8,14.39,0.0008
84,9,16.16,0.0022
84,10,17.89,0.0023
84,11,19.55,0.0031
84,12,21.1,0.0058
84,13,22.62,0.0049
84,14,23.97,0.0054
84,15,25.22,0.0052
84,16,26.21,0.0076
84,17,27.16,0.0086
84,18,27.93,0.0056
84,19,28.55,0.0083
84,20,29.12,0.0078
84,21,29.59,0.0084
84,22,29.96,0.0051
84,23,30.26,0.0091
84,24,30.46,0.009
84,25,30.47,0.0092
84,26,30.52,0.0073
84,27,30.54,0.0064
84,28,30.49,0.0065
84,29,30.36,0.0077
84,30,30.24,0.009
84,31,29.96,0.0072
84,32,29.95,0.0076
84,33,29.62,0.0055
84,34,29.49,0.0087
84,35,29.25,0.0059
84,36,29.02,0.0067
84,37,28.76,0.0078
84,38,28.46,0.0089
84,39,28.19,0.007
84,40,27.94,0.0083
84,41,27.65,0.0082
84,42,27.27,0.007
84,43,27.01,0.006
84,44,26.72,0.0069
84,45,26.47,0.0075
84,46,26.19,0.0085
84,47,25.83,0.0072
84,48,25.52,0.0065
84,49,25.33,0.0064
85,1,1.79,0.0279
85,2,3.58,0.0118
85,3,5.4,0.0
85,4,7.2,0.0
85,5,9.0,0.0
85,6,10.8,0.0
85,7,12.6,0.0006
85,8,14.39,0.0009
85,9,16.16,0.0017
85,10,17.9,0.0029
85,11,19.57,0.0028
85,12,21.11,0.005
85,13,22.6,0.0043
85,14,23.96,0.004
85,15,25.1,0.0059
85,16,26.27,0.0066
85,17,27.17,0.0077
85,18,27.95,0.006
85,19,28.62,0.0061
85,20,29.1,0.007
85,21,29.61,0.0074
85,22,29.97,0.0054
85,23,30.15,0.008
85,24,30.36,0.0073
85,25,30.49,0.0061
85,26,30.57,0.0067
85,27,30.51,0.0079
85,28,30.56,0.009
85,29,30.41,0.0083
85,30,30.32,0.0074
85,31,30.08,0.007
85,32,29.99,0.0079
85,33,29.77,0.0091
85,34,29.48,0.007
85,35,29.26,0.0078
85,36,29.03,0.0055
85,37,28.81,0.0076
85,38,28.56,0.0058
85,39,28.2,0.0073
85,40,27.92,0.0071
85,41,27.53,0.0068
85,42,27.34,0.0088
85,43,26.99,0.0088
85,44,26.79,0.0068
85,45,26.45,0.008
85,46,26.25,0.0062
85,47,25.83,0.0075
85,48,25.6,0.0059
85,49,25.27,0.0075
86,1,1.79,0.02
86,2,3.57,0.0124
86,3,5.4,0.0
86,4,7.2,0.0
86,5,9.0,0.0
86,6,10.8,0.0
86,7,12.6,0.0007
86,8,14.39,0.0013
86,9,16.16,0.0016
86,10,17.89,0.0023
86,11,19.57,0.0031
86,12,21.11,0.0048
86,13,22.59,0.004
86,14,23.92,0.0053
86,15,25.17,0.0064
86,16,26.18,0.0066
86,17,27.19,0.0082
86,18,27.95,0.0079
86,19,28.59,0.007
86,20,29.22,0.0067
86,21,29.64,0.0082
86,22,30.01,0.0075
86,23,30.21,0.007
86,24,30.39,0.0084
86,25,30.49,0.008
86,26,30.6,0.0064
86,27,30.61,0.0078
86,28,30.49,0.0096
86,29,30.5,0.0075
86,30,30.25,0.0064
86,31,30.11,0.0072
86,32,29.9,0.0066
86,33,29.75,0.0087
86,34,29.6,0.0081
86,35,29.27,0.008
86,36,29.0,0.0087
86,37,28.72,0.0088
86,38,28.53,0.0074
86,39,28.18,0.0068
86,40,27.93,0.0079
86,41,27.67,0.0077
86,42,27.32,0.0064
86,43,27.13,0.0061
86,44,26.79,0.0073
86,45,26.46,0.0069
86,46,26.19,0.0088
86,47,25.9,0.0062
86,48,25.58,0.0062
86,49,25.29,0.0078
87,1,1.79,0.02
87,2,3.57,0.0151
87,3,5.4,0.0
87,4,7.2,0.0
87,5,9.0,0.0
87,6,10.8,0.0
87,7,12.6,0.0004
87,8,14.39,0.0009
87,9,16.16,0.0025
87,10,17.91,0.0022
87,11,19.58,0.0039
87,12,21.13,0.0054
87,13,22.61,0.005
87,14,23.91,0.0056
87,15,25.12,0.006
87,16,26.3,0.0063
87,17,27.21,0.0061
87,18,27.95,0.0079
87,19,28.69,0.0072
87,20,29.24,0.0076
87,21,29.67,0.008
87,22,30.0,0.007
87,23,30.23,0.008
87,24,30.44,0.0076
87,25,30.56,0.0089
87,26,30.65,0.0111
87,27,30.61,0.0062
87,28,30.56,0.0073
87,29,30.44,0.0075
87,30,30.38,0.0071
87,31,30.22,0.0073
87,32,30.0,0.0069
87,33,29.75,0.0072
87,34,29.54,0.0071
87,35,29.28,0.0099
87,36,29.1,0.0062
87,37,28.77,0.0058
87,38,28.54,0.0081
87,39,28.26,0.0086
87,40,27.93,0.0061
87,41,27.69,0.0072
87,42,27.38,0.0092
87,43,27.04,0.0072
87,44,26.74,0.0079
87,45,26.48,0.0062
87,46,26.15,0.0061
87,47,25.87,0.008
87,48,25.57,0.0064
87,49,25.35,0.0082
88,1,1.78,0.0337
88,2,3.57,0.0164
88,3,5.4,0.0
88,4,7.2,0.0
88,5,9.0,0.0
88,6,10.8,0.0
88,7,12.6,0.0006
88,8,14.39,0.0008
88,9,16.16,0.0021
88,10,17.88,0.0021
88,11,19.58,0.0027
88,12,21.15,0.0045
88,13,22.64,0.0049
88,14,24.01,0.0052
88,15,25.19,0.0053
88,16,26.27,0.0071
88,17,27.22,0.0067
88,18,27.91,0.0083
88,19,28.69,0.0074
88,20,29.28,0.0068
88,21,29.71,0.007
88,22,30.0,0.0087
88,23,30.3,0.0065
88,24,30.53,0.0073
88,25,30.59,0.006
88,26,30.68,0.0069
88,27,30.63,0.007
88,28,30.5,0.0092
88,29,30.36,0.0089
88,30,30.38,0.007
88,31,30.22,0.0071
88,32,30.0,0.0096
88,33,29.7,0.0082
88,34,29.63,0.0092
88,35,29.32,0.0075
88,36,29.07,0.0072
88,37,28.83,0.009
88,38,28.46,0.0096
88,39,28.26,0.008
88,40,28.02,0.0074
88,41,27.66,0.0068
88,42,27.43,0.0071
88,43,27.13,0.0065
88,44,26.8,0.006
88,45,26.51,0.0053
88,46,26.12,0.0077
88,47,25.96,0.0077
88,48,25.63,0.0061
88,49,25.29,0.0072
89,1,1.77,0.0383
89,2,3.58,0.0104
89,3,5.4,0.0
89,4,7.2,0.0
89,5,9.0,0.0
89,6,10.8,0.0
89,7,12.6,0.0006
89,8,14.39,0.001
89,9,16.16,0.0013
89,10,17.88,0.0032
89,11,19.58,0.0038
89,12,21.15,0.0043
89,13,22.66,0.0046
89,14,23.99,0.0061
89,15,25.17,0.0063
89,16,26.24,0.008
89,17,27.24,0.0072
89,18,27.98,0.007
89,19,28.68,0.0077
89,20,29.23,0.008
89,21,29.7,0.0073
89,22,30.03,0.0055
89,23,30.33,0.0105
89,24,30.56,0.0074
89,25,30.64,0.0081
89,26,30.69,0.0069
89,27,30.62,0.0079
89,28,30.53,0.0086
89,29,30.54,0.0065
